request_url	status_code	time_spent	request_method	request_host	request_port	request_path	request_query_params	request_content_type	request_http_version	response_content_type	response_content_length	server_header	clientip_port	serverip_port	tls_version	cipher
https://alive.github.com/_sockets/u/117391373/ws?session=eyJ2IjoiVjMiLCJ1IjoxMTczOTEzNzMsInMiOjE3MDUyMDU5OTMsImMiOjk0ODQ5OTU5MCwidCI6MTc1NDUzMTg1NX0%3D--102909234453fe50af882cec19361143d052d28e969c207b00701ec6af6ddcc0&shared=true&p=65761412_1754531854.1	101	0.514416	GET	alive.github.com	443	/_sockets/u/117391373/ws?session=eyJ2IjoiVjMiLCJ1IjoxMTczOTEzNzMsInMiOjE3MDUyMDU5OTMsImMiOjk0ODQ5OTU5MCwidCI6MTc1NDUzMTg1NX0%3D--102909234453fe50af882cec19361143d052d28e969c207b00701ec6af6ddcc0&shared=true&p=65761412_1754531854.1	MultiDictView[('session', 'eyJ2IjoiVjMiLCJ1IjoxMTczOTEzNzMsInMiOjE3MDUyMDU5OTMsImMiOjk0ODQ5OTU5MCwidCI6MTc1NDUzMTg1NX0=--102909234453fe50af882cec19361143d052d28e969c207b00701ec6af6ddcc0'), ('shared', 'true'), ('p', '65761412_1754531854.1')]		HTTP/1.1		0	github.com	('127.0.0.1', 54404)	('alive.github.com', 443)	TLSv1.3	TLS_AES_128_GCM_SHA256
https://edge.microsoft.com/sync/v1/feeds/me/syncEntities/command/?client=Chromium&client_id=2tt9rZe9an3Vcqwwa%2B2ssw%3D%3D	200	0.594698	POST	edge.microsoft.com	443	/sync/v1/feeds/me/syncEntities/command/?client=Chromium&client_id=2tt9rZe9an3Vcqwwa%2B2ssw%3D%3D	MultiDictView[('client', 'Chromium'), ('client_id', '2tt9rZe9an3Vcqwwa+2ssw==')]	application/octet-stream	HTTP/2.0	application/octet-stream	234		('127.0.0.1', 54407)	('edge.microsoft.com', 443)	TLSv1.2	ECDHE-RSA-AES256-GCM-SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.597959	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.22396	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.243253	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.339007	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.334228	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.944016	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.529094	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.340931	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
